M4-20	M4	AbsorbTracker	Dead code out, deliberate seams recorded. Delete `AbsorbTracker/settings/Schema.lua:101-111`'s `NS.PartitionUn
M4-21	M4	ConsumableMaster	Route the remaining user-facing text through the `L` seam, and fix the coverage case that cannot see the gap. 
M4-22	M4	AbsorbTracker	Re-baseline the ceilings that bound nothing and take only the measured allocations. `AbsorbTracker/tests/perf.
M4-23	M4	LootHistory	The two icon-catalog sites where the glyph exists: `LootHistory/settings/Panel.lua:459-461`'s READY, NOTREADY 
M4-24	M4	BankLedger	Make each `performance-§12` exemption page reproduce its own evidence. LootHistory: regenerate both tables (el
M4-25	M4	KickCD	**Clear the collection's one open complexity warning.** `tests/test_schema.lua:595-631` is a 29-NLOC anonymous
M4-26	M4	MultiMeters	**Disposition all 23 complexity warnings, one line each.** Measured today, every one is in shipped source — `c
M5-01	M5	AbsorbTracker	Regenerate the automated-test record in each repo through `tests/_kit/run-automated-tests.sh`, which after `M1
M5-02	M5	AbsorbTracker	Sweep the deviation registers. Every cited audit ID resolves in `docs/audits/` — AbsorbTracker's `docs/ARCHITE
M5-03	M5	KickCD	The README and ARCHITECTURE structure. KickCD gains `## Overview` and `## Module map` — the only sibling witho
M5-04	M5	AbsorbTracker	Write the missing Tier 2 topic docs where the trigger has fired. `docs/compat-layer.md` for MultiMeters (761 l
M5-05	M5	AbsorbTracker	The comment sweep, roughly forty sites. Cite the **symbol** wherever the name is unambiguous, re-derive the ge
M5-06	M5	AbsorbTracker	Run `/wow-addon:standards-audit` fresh in each repository against the amended standard, and record what this p
M5-07	M5	LibKa0s	**File what this plan decided not to do, so the decisions outlive the bundle.** One `state:untriaged` GitHub i
M5-08	M5	AbsorbTracker	**Write the non-English-client section into the six `docs/smoke-tests.md` files that have none**, in the shape
M5-09	M5	PanelMaster	**The ruling `PANELMASTER-A-03` needs, and then the rows.** `03_SPEC.md` § `C30` asks that each remaining hand
M5-10	M5	WhatGroup	**`WHATGROUP-R-06`, after session 6 has answered it.** `core/Compat.lua:62-67` calls the bare `IsSpellKnown` g
